Company_Name,Dependent-Company Status,Age of company in years,Internet Activity Score,Industry of company,Focus functions of company,Country of company,Number of Investors in Angel and or VC,Number of of advisors,Team size all employees,Number of of repeat investors,Worked in top companies,Average size of companies worked for in the past,Have been part of startups in the past?,Have been part of successful startups in the past?,Consulting experience?,Product or service company?,Focus on private or public data?,Focus on consumer data?,Focus on structured or unstructured data,Cloud or platform based serive/product?,Local or global player,Linear or Non-linear business model,"Capital intensive business e.g. e-commerce, Engineering products and operations can also cause a business to be capital intensive",Machine Learning based business,Predictive Analytics business,Big Data Business,Owns data or not? (monetization of data) e.g. Factual,Online or offline venture - physical location based business or online venture?,B2C or B2B venture?,Years of education,Skills score,Team Composition score,Pricing Strategy,google page rank of company website,Percent_skill_Data Science,Percent_skill_Business Strategy,Renown score
Company329,Success,5,-75,Analytics,analytics,United States,0,1,50,1,No,Small,No,No,Yes,Product,Public,No,Both,Both,No Info,No Info,No Info,No,Yes,Yes,No,Online,B2B,21,14,High,No,20635527,11.11111111,8.333333333,1
Company330,Success,5,162,Analytics|Marketing,"SALES,MARKETING",United States,0,0,50,0,No,Small,No,No,No,Product,Public,No,Structured,none,GLOBAL,Non-Linear,No,No,No,No,No,Online,B2C,21,23,High,No,257365,5.882352941,5.882352941,3
Company331,Success,6,106,Analytics,MARKETING,United States,4,1,50,0,No,Small,Yes,Yes,No,Service,Public,No,Structured,none,LOCAL,Linear,No,Yes,Yes,Yes,No,Online,B2B,25,24,Low,No,1877770,5.882352941,5.882352941,3
Company332,Success,7,66,Analytics,NETWORK OPTIMIZATION,United States,0,0,50,1,No,Medium,Yes,Yes,Yes,Service,Both,No,Both,none,GLOBAL,Linear,No,Yes,Yes,Yes,No,Online,B2B,18,34,High,No,2871443,11.11111111,16.66666667,5
Company333,Failed,4,-1,Analytics|Enterprise Software,PRIVACY,United States,0,0,10,1,No,Small,Yes,Yes,Yes,Service,Public,No,Both,Both,GLOBAL,Linear,No,No,No,No,No,Online,B2B,No Info,25,High,No,5631525,0,0,3
Company334,Success,2,-6,Advertising|Entertainment|Media|Analytics,TARGETING OPTIMIZE,United States,0,0,10,1,Yes,Large,Yes,Yes,Yes,Service,Public,No,Both,none,GLOBAL,Linear,No,Yes,Yes,Yes,No,Online,B2B,18,22,Low,No,No Info,0,0,0
Company335,Success,4,667,Analytics|Email|Software Development,MAIL REPORTS,United States,0,0,No Info,1,No,Medium,Yes,Yes,Yes,Product,Public,No,Structured,none,GLOBAL,Non-Linear,No,Yes,No,No,No,Online,B2B,18,5,High,Yes,16024,0,0,0
Company336,Success,4,-497,Analytics,big data analytics,Germany,0,0,No Info,1,No,Small,No,No,No,Product,Public,No,Unstructured,none,GLOBAL,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,18,16,Low,Yes,1978409,0,6.25,2
Company337,Success,8,-6,Analytics,entertainment,Denmark,0,0,10,1,No,Medium,Yes,Yes,Yes,Service,no,No,no,Platform,GLOBAL,Non-Linear,No,No,No,Yes,No,Online,B2C,21,15,Medium,Yes,17887654,0,18.75,1
Company338,Failed,8,-18,Software Development|Analytics,METRICS,Estonia,0,0,10,0,No,Small,Yes,Yes,No,Product,Private,No,Structured,none,GLOBAL,Linear,Yes,Yes,Yes,Yes,No,Online,B2B,18,12,Medium,No,No Info,0,11.53846154,5
Company339,Success,6,-116,Analytics|Mobile,MARKETING,Finland,0,0,No Info,0,No,Small,Yes,Yes,No,Product,Public,No,Both,none,LOCAL,Linear,Yes,Yes,Yes,Yes,Yes,Online,B2B,18,46,Low,No,4618433,11.11111111,16.66666667,0
Company340,Failed,4,-6,Analytics|Social Networking|Network / Hosting / Infrastructure,MARKETING,France,0,0,10,1,No,Small,Yes,Yes,No,Product,Public,No,Unstructured,Both,LOCAL,Linear,Yes,No,No,No,No,Online,B2B,21,13,High,No,No Info,10,20,4
Company341,Success,6,75,Analytics|Marketing,MARKETING,United Kingdom,0,0,50,0,No,Small,Yes,Yes,No,Product,Public,No,Structured,Both,GLOBAL,Linear,Yes,Yes,Yes,Yes,No,Online,B2B,18,27,Medium,No,112920,5.882352941,2.941176471,5
Company342,Success,1,64,E-Commerce|Analytics,PRICING,United Kingdom,0,0,1,0,Yes,Small,No,No,No,Product,Public,No,Structured,none,GLOBAL,Linear,Yes,No,Yes,Yes,No,Online,B2C,18,33,Low,No,11809941,0,5.555555556,7
Company343,Failed,4,-33,Analytics|Software Development,ANALYTICS,Sweden,0,0,50,0,No,Small,Yes,Yes,No,Product,Public,No,Unstructured,Both,GLOBAL,Linear,No,Yes,Yes,Yes,No,Online,B2C,18,25,Low,No,5751747,6.25,25,0
Company344,Success,2,96,Analytics|Telecommunications,Research,Argentina,1,3,16,0,No,Medium,Yes,Yes,Yes,Product,Public,Yes,Both,Platform,Global,Non-Linear,No,No,Yes,Yes,No,Online,B2B,No Info,7.5,High,Yes,1603864,25,0,2
Company345,Failed,2,16,E-Commerce|Food & Beverages|Mobile,Sales,United States,0,0,10,0,No,Small,No,No,Yes,Product,no,No,no,Platform,Local,Linear,Yes,No,No,No,No,Online,B2C,18,25,Low,Yes,3274502,5.555555556,27.77777778,3
Company346,Success,2,398,0,marketing,United States,0,0,11,0,No,Small,Yes,No,No,Service,Private,Yes,Structured,Platform,global,Non-Linear,No,No,Yes,No,No,Online,B2B,18,No Info,Low,No,88188,0,0,0
Company347,Success,2,0,0,sales,0,0,0,13,0,No,Large,Yes,No,Yes,Product,no,No,not applicable,none,global,Non-Linear,Yes,No,No,No,No,Online,B2C,21,36,Medium,No,No Info,0,11.76470588,1
Company348,Success,4,481,Human Resources (HR)|Career / Job Search,service,United States,0,0,15,0,No,Medium,Yes,No,Yes,Product,no,No,Unstructured,Platform,global,Non-Linear,Yes,No,No,No,No,Online,B2B,18,8,Low,Yes,15411,13.33333333,6.666666667,0
Company349,Success,No Info,0,0,mobile app development,0,2,0,53,0,No,Large,No,No,Yes,Product,no,No,not applicable,Platform,global,Linear,Yes,No,No,No,No,Online,B2B,18,25,Medium,No,No Info,5.882352941,11.76470588,6
Company350,Success,2,132,E-Commerce|Retail,service,India,0,0,11,0,No,Medium,Yes,No,No,Product,no,No,Unstructured,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,18,20,High,No,45979,11.11111111,5.925925926,1
Company351,Success,1,451,Analytics,analytic,Belgium,0,0,2,0,No,Small,Yes,Yes,Yes,Service,Both,Yes,Unstructured,Platform,global,Non-Linear,No,No,Yes,Yes,No,Online,B2C,21,25,Low,No,504890,2.941176471,2.941176471,5
Company352,Success,4,461,Analytics,software ,Switzerland,0,0,32,0,No,Large,Yes,Yes,Yes,Product,no,No,Structured,Platform,global,Linear,Yes,No,No,Yes,No,Offline,B2B,21,25,No Info,No Info,351854,0,5.882352941,1
Company353,Success,3,278,Analytics,0,Germany,0,0,5,0,No,Large,Yes,Yes,Yes,Service,Both,Yes,Structured,Platform,global,Non-Linear,No,No,No,No,No,Online,B2B,18,18,No Info,No Info,45388,3.125,6.25,0
Company354,Success,3,68,Analytics,mrkting,Germany,0,1,30,0,No,Small,No,No,No,Product,Both,Yes,Both,Both,GLObaL,Non-Linear,No,Yes,Yes,Yes,No,Online,B2B,21,17,Low,No,237226,0,0,0
Company355,Success,1,-68,Mobile|Analytics,revenue maximization,Germany,0,1,20,0,No,Large,No,No,Yes,Product,Both,No,Structured,Both,GLObaL,Linear,No,Yes,Yes,Yes,No,Online,B2B,21,18,Low,No,596645,11.76470588,17.64705882,0
Company356,Success,2,115,Analytics|Enterprise Software,technology,Germany,0,0,50,0,No,Small,Yes,Yes,Yes,Service,Both,No,Both,Both,global,Non-Linear,Yes,Yes,Yes,Yes,No,Online,B2B,18,12,High,Yes,1198637,0,0,0
Company357,Success,1,41,Analytics|Advertising,social media analytics,Spain,0,0,10,1,No,Small,No,No,No,Service,Private,No,Unstructured,none,GLOBAL,Linear,Yes,Yes,Yes,Yes,No,Online,B2B,21,18,High,Yes,7078322,0,15.83333333,2
Company358,Success,2,398,Human Resources (HR)|Enterprise Software|Career / Job Search|Social Networking|Analytics,SOCIAL MEDIA,Spain,0,0,10,0,No,Large,No,No,Yes,Service,Public,Yes,Structured,Both,GLOBAL,Non-Linear,No,Yes,Yes,Yes,No,Online,B2C,21,14,Low,Yes,235406,7.142857143,7.142857143,4
Company359,Success,4,93,Analytics,MARKETING,France,0,0,14,0,No,Small,Yes,Yes,Yes,Product,Public,No,Structured,Both,GLOBAL,Linear,No,Yes,No,No,No,Online,B2B,18,18,Medium,Yes,55913,0,10.41666667,1
Company360,Success,1,-20,Advertising|Retail|Analytics,customer analytics,United Kingdom,0,0,10,0,No Info,No Info,No Info,No Info,No Info,Service,Public,No,Structured,Both,global,Linear,Yes,No,No,Yes,No,Online,B2B,18,31,Medium,No,3427821,0,0,0
Company361,Success,3,1,Analytics,analytics crowdsourcing,United Kingdom,0,0,1,0,No,Small,Yes,Yes,No,Product,Public,No,Structured,Both,global,Non-Linear,Yes,Yes,No,Yes,Yes,Online,B2B,18,49,Medium,No,1578645,0,5.882352941,0
Company362,Success,3,-14,Search|Analytics,technology,United Kingdom,0,0,10,0,No,Medium,Yes,No,No,Service,Public,No,Structured,Both,global,Linear,No,Yes,Yes,Yes,No,Online,B2C,25,37,Low,No,1405476,38.88888889,2.777777778,1
Company363,Success,2,146,Analytics|Hospitality|Mobile|Enterprise Software,MARKETING,United Kingdom,0,0,10,2,No,Small,Yes,Yes,No,Service,Public,No,Both,Both,LOCAL,Linear,Yes,Yes,Yes,No,Yes,Online,B2B,21,27,Low,No,1713317,1.960784314,22.96918768,6
Company364,Success,4,530,E-Commerce|Analytics,ANALYTICS,United Kingdom,0,0,10,0,Yes,No Info,No,No,No,Service,Public,No,Both,Both,LOCAL,Non-Linear,No,Yes,Yes,No,No,Online,B2C,No Info,31,Medium,No,267433,11.11111111,5.555555556,3
Company365,Success,1,297,Marketing|E-Commerce|Analytics|Mobile|Advertising,MARKETING,United Kingdom,0,0,50,0,No,No Info,No,No,Yes,Service,Public,No,Structured,Both,GLOBAL,Linear,No,Yes,No,No,No,Online,B2B,No Info,50,Low,No Info,452454,0,15,2
Company366,Success,4,-2,E-Commerce|Analytics,app,United Kingdom,0,0,No Info,0,No,Small,No,No,No,Service,Public,No,Structured,Both,local,Non-Linear,No,No,No,No,No,Online,B2C,18,0,High,Yes,No Info,0,20,1
Company367,Success,3,33,E-Commerce|Analytics|Social Networking|Marketing,0,United Kingdom,0,0,10,0,No Info,No Info,No Info,No Info,No Info,Service,Public,No,Unstructured,Both,GLOBAL,Linear,No,Yes,Yes,No,No,Online,B2B,No Info,35,High,Yes,9080158,11.11111111,27.77777778,3
Company368,Failed,No Info,144,Network / Hosting / Infrastructure|Publishing,web,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,21,15,Low,No,12992,0,0,0
Company369,Success,7,702,Analytics|Marketing,analytics,United States,0,0,5000,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,GLOBAL,Non-Linear,No,No,No,No,No,Online,B2B,18,21,High,No,7941,3.333333333,22.5,5
Company370,Failed,4,-6,Analytics|Social Networking|Network / Hosting / Infrastructure,MARKETING,France,0,0,1,1,No,Small,Yes,Yes,No,Product,Public,No,Unstructured,Both,LOCAL,Linear,Yes,No,No,No,No,Online,B2B,21,13,High,No,No Info,10,20,4
Company371,Failed,2,68,Cloud Computing|Analytics,software ,Austria,0,0,14,0,No,Small,Yes,Yes,Yes,Product,Both,Yes,no,Platform,global,Linear,Yes,No,No,No,No,Offline,B2B,21,25,Low,Yes,1869138,0,0,8
Company372,Success,4,154,Media|Analytics,analytics,United States,0,0,3,0,No,Small,Yes,No,Yes,Product,Both,Yes,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,18,25,Low,No,327029,27.58169935,10.32679739,6
Company373,Success,6,3,0,analytics,United States,0,0,3,0,No,Small,Yes,Yes,Yes,Product,Both,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,21,14,Low,Yes,No Info,12.63736264,9.706959707,0
Company374,Failed,9,126,0,analytics,United States,2,1,87,6,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,global,Linear,Yes,No,No,No,No,Offline,B2B,18,25,Medium,Yes,325240,0,16.66666667,7
Company375,Failed,6,0,Energy,analytics,United States,0,0,1,0,No,Medium,Yes,Yes,Yes,Service,Both,Yes,Structured,Platform,local,Non-Linear,No,No,No,No,No,Offline,B2B,21,14,Low,Yes,15735768,No Info,No Info,No Info
Company376,Success,0,60,0,curated web,United States,0,0,10,0,No,Large,Yes,Yes,Yes,Product,no,No,no,Cloud,global,Non-Linear,No,No,No,No,No,Online,B2C,21,17,Low,Yes,555837,No Info,No Info,No Info
Company377,Success,0,-182,Cloud Computing|Media,social,Israel,0,0,12,0,No,Small,No,No,Yes,Product,no,No,no,Platform,local,Non-Linear,Yes,No,No,No,No,Online,B2C,No Info,0,Low,Yes,96532,No Info,No Info,No Info
Company378,Failed,7,0,Entertainment|Media,operation,Israel,1,0,9,0,No,Small,Yes,Yes,Yes,Product,no,No,no,none,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,19,Low,Yes,No Info,No Info,No Info,No Info
Company379,Success,4,61,0,operation,United States,0,0,1,1,No,Small,Yes,Yes,Yes,Product,no,No,no,none,local,Linear,Yes,No,No,No,No,Online,B2B,18,20,Low,Yes,1167795,No Info,No Info,No Info
Company380,Success,9,1,0,operation,United States,2,0,31,2,No,Medium,No,No,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,18,23,Medium,Yes,525906,0,7.142857143,7
Company381,Failed,3,113,CleanTech|Energy,operation,United States,0,0,20,0,No,Small,No,No,Yes,Product,no,No,no,Platform,global,Non-Linear,Yes,No,No,No,No,Online,B2B,No Info,25,Low,Yes,644516,0,26.31578947,2
Company382,Failed,3,119,Healthcare|Analytics|Mobile|Food & Beverages,operation,United States,0,0,26,3,No,Small,No,No,No,Product,no,No,no,Platform,local,Linear,Yes,No,Yes,Yes,No,Online,B2B,No Info,21,Medium,Yes,480111,25.4456328,12.00980392,6
Company383,Failed,4,169,Healthcare|Market Research|Mobile,operation,United States,0,0,30,2,No,Medium,Yes,Yes,Yes,Product,Both,No,no,none,local,Linear,Yes,No,Yes,Yes,No,Online,B2B,18,25,Medium,Yes,899614,12.90849673,18.51073763,7
Company384,Failed,4,516,Human Resources (HR)|Analytics|Marketing|Career / Job Search,operation,United States,0,7,74,2,Yes,Large,Yes,No,Yes,Product,no,No,no,Platform,global,Linear,No,No,No,Yes,No,Online,B2B,21,0,Medium,Yes,69882,3.921568627,5.882352941,7
Company385,Failed,3,329,0,analytics,United States,0,3,56,2,Yes,Large,Yes,Yes,Yes,Product,Both,Yes,Both,Platform,local,Linear,No,No,Yes,Yes,No,Online,B2B,21,25,Medium,Yes,619877,3.703703704,11.11111111,8
Company386,Failed,0,81,Healthcare,analytics,United States,0,2,94,0,Yes,Medium,Yes,Yes,Yes,Service,no,Yes,Both,Platform,local,Linear,Yes,No,Yes,No,No,Offline,B2C,21,25,Medium,No,2083910,0,27.77777778,0
Company387,Failed,8,263,0,analytics,United States,0,2,143,0,No,Small,Yes,Yes,No,Service,Both,No,Both,Platform,local,Linear,No,No,Yes,Yes,No,Online,B2B,21,25,Low,No,253992,0,6.666666667,3
Company388,Failed,4,367,Software Development|Analytics,analytics,United States,0,0,28,0,No,Medium,No,No,No,Service,Both,No,Both,Platform,global,Non-Linear,No,No,Yes,Yes,No,Online,B2B,21,18,Medium,No,37120,60.71428571,0,1
Company389,Failed,5,357,Media,management,United States,0,2,41,0,Yes,Large,No,No,Yes,Product,Both,No,Both,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,21,21,High,No,161711,0,0,6
Company390,Failed,0,75,Analytics,analytics,United States,0,1,74,0,Yes,Small,Yes,Yes,No,Product,no,No,Both,Platform,local,Linear,No,No,Yes,Yes,No,Offline,B2B,21,25,Medium,No,1718511,0,0,7
Company391,Failed,0,241,0,analytics,United States,0,2,18,1,No,Small,Yes,Yes,Yes,Product,Both,No,no,Platform,local,Linear,No,No,No,Yes,No,Online,B2B,21,25,High,Yes,848616,6.666666667,14.50980392,5
Company392,Failed,6,-19,energy|analytics,analytics,United States,1,1,20,0,No,Small,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,No,No,No,Yes,No,Offline,B2B,18,13,High,Yes,No Info,0,16.66666667,0
Company393,Failed,3,-37,Education,operation,United States,0,0,No Info,0,No,Small,Yes,No,Yes,Service,no,No,Both,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company394,Failed,4,-62,Search,0,0,0,0,No Info,0,No,Small,No,No,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company395,Failed,0,0,0,security,0,0,1,No Info,0,No,Small,No,No,Yes,Service,no,No,no,No Info,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company396,Failed,8,0,Advertising,advertising,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,0,16.66666667,5
Company397,Failed,5,-4,Advertising|Mobile|Marketing,advertising,United States,0,1,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company398,Failed,6,16,Email,advertising,United States,0,1,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company399,Failed,1,22,Advertising|Marketing|Search,marketing,Canada,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company400,Failed,7,0,Advertising|Marketing,marketing,United States,0,0,No Info,0,Yes,Large,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company401,Failed,0,-8,0,advertising,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company402,Failed,0,0,0,0,0,0,0,No Info,0,No,Large,No,No,Yes,No Info,no,No,no,No Info,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company403,Failed,5,-69,Advertising|Marketing,0,United States,0,0,No Info,0,No,Small,Yes,Yes,Yes,No Info,no,No,no,No Info,No Info,Non-Linear,No,No,No,No,No,No Info,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company404,Failed,9,46,0,search,United States,0,3,No Info,3,No,Large,Yes,Yes,Yes,Product,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Offline,B2C,No Info,No Info,No Info,No Info,No Info,0,25,7
Company405,Failed,0,0,0,0,0,0,0,No Info,0,No,Large,Yes,Yes,Yes,Product,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,5.882352941,5.882352941,8
Company406,Failed,0,0,0,social network,0,0,0,No Info,0,No,Small,Yes,Yes,Yes,No Info,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company407,Failed,0,0,0,ecommerce,0,0,0,No Info,0,No,Small,Yes,No,No Info,No Info,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company408,Failed,0,0,0,0,0,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,No Info,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company409,Failed,0,0,0,0,0,1,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company410,Failed,0,-7,Music|Mobile,entertainment,United States,2,0,No Info,0,No,Large,Yes,Yes,Yes,Service,no,No,no,Platform,local  ,Linear,Yes,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,0,33.33333333,5
Company411,Failed,6,-12,Social Networking|Music|Entertainment|Media,0,United States,4,0,No Info,0,No,Small,Yes,Yes,No Info,Service,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,0,18.18181818,0
Company412,Failed,0,-58,0,0,United States,1,1,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Linear,Yes,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,0,0,1
Company413,Failed,0,0,0,0,0,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company414,Failed,0,0,0,enterprise,0,0,0,No Info,0,No,Small,Yes,Yes,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company415,Failed,3,-4,Network / Hosting / Infrastructure|Telecommunications|Enterprise Software,billing,United States,0,0,No Info,0,No,Small,Yes,No,Yes,Service,no,No,no,Platform,local,Non-Linear,No,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,0,0,4
Company416,Failed,6,-53,0,Server Design,United States,No Info,0,No Info,No Info,No,No Info,Yes,Yes,No,Both,Both,No Info,No Info,Both,Local,Non-Linear,No Info,No,No,Yes,No Info,Both,B2B,No Info,No Info,No Info,No Info,No Info,0,17.64705882,8
Company417,Failed,7,-283,Cloud Computing,0,United States,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Both,Private,No,Structured,Cloud,Local,Non-Linear,No Info,No,No,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,1.666666667,27.96296296,9
Company418,Failed,11,-16,Email|Marketing,0,United States,No Info,10,No Info,No Info,No,No Info,No,No,No,Product,No Info,No Info,No Info,Platform,No Info,No Info,No Info,No,No,No,No Info,Online,B2B,No Info,No Info,No Info,No Info,No Info,0,15.03267974,9
Company419,Failed,9,-369,Cloud Computing|E-Commerce,0,United States,No Info,0,40,No Info,No Info,No Info,No Info,No Info,No Info,Product,Public,No,Structured,Cloud,Global,Non-Linear,No Info,No,No,Yes,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,3.703703704,18.51851852,8
Company420,Failed,7,0,Mobile,0,United States,No Info,0,25,No Info,No Info,No Info,No Info,No Info,No Info,Product,No Info,No Info,No Info,Platform,No Info,Non-Linear,No Info,No Info,No Info,No Info,No Info,Online,B2C,No Info,No Info,No Info,No Info,No Info,5,45,0
Company421,Failed,17,224,0,0,United States,No Info,0,150,No Info,No Info,No Info,No Info,No Info,No Info,Both,No Info,No Info,No Info,No Info,No Info,Non-Linear,No Info,No,No,No,No Info,Online,B2B,No Info,No Info,No Info,No Info,No Info,0,23.69281046,7
Company422,Failed,8,-91,Network / Hosting / Infrastructure|Marketing,"sales, marketing and customer service",United States,No Info,0,45,No Info,No Info,No Info,No Info,No Info,No Info,Service,Both,Yes,Both,No Info,Local,No Info,No Info,No,No,Yes,Yes,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company423,Failed,0,0,0,Sales & Marketing,0,No Info,0,40,No Info,No,No Info,Yes,Yes,Yes,Both,Private,No,Both,Platform,Local,Non-Linear,No Info,No Info,Yes,No,No,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company424,Failed,0,1,0,0,United States,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Product,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company425,Failed,0,-3,Advertising|Analytics,0,United States,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,Platform,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company426,Failed,6,-89,E-Commerce|Food & Beverages,0,United States,No Info,0,60,No Info,No Info,No Info,No Info,No Info,No Info,Service,Public,Yes,Both,Platform,No Info,No Info,No Info,No,No,Yes,Yes,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company427,Failed,3,-228,E-Commerce,0,United States,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company428,Failed,7,-2,0,0,United States,No Info,0,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No,No,No,No Info,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company429,Failed,0,0,0,Marketing,0,No Info,0,6,0,No,Small,Yes,Yes,No,Service,Private,Yes,Structured,Platform,Local,Non-Linear,No,No,No,No,No,Offline,B2C,No Info,No Info,No Info,No Info,No Info,0,50,3
Company430,Failed,0,7,Social Networking,0,Canada,No Info,0,No Info,0,No,No Info,No Info,No Info,No Info,Service,Private,No,Both,Platform,Local,Non-Linear,No,No,No,No,Yes,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company431,Failed,0,-61,0,0,United States,0,1,10,0,No,Small,Yes,Yes,No,Service,Private,No,Both,Platform,Local,Non-Linear,No,No,No,No,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company432,Failed,9,-10,Social Networking,0,United States,0,0,40,2,No,Small,Yes,Yes,No,Service,Private,No,Both,Platform,Local,Non-Linear,No,No,No,No,Yes,Online,B2C,No Info,No Info,No Info,No Info,No Info,0,0,0
Company433,Failed,0,-2,Telecommunications,0,0,No Info,0,No Info,0,No,No Info,No,No,No,Service,Private,No,Structured,Platform,Local,Linear,Yes,No,No,No,No,Offline,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company434,Failed,0,0,0,0,0,No Info,0,No Info,0,No,Small,Yes,Yes,Yes,Service,No Info,No,Both,Platform,Local,Non-Linear,No,No,No,Yes,Yes,Online,B2C,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company435,Failed,0,-13,Music,Marketing,United States,0,1,10,0,No,Medium,Yes,Yes,No,Service,Private,Yes,Both,Platform,Local,Non-Linear,No,No,No,No,Yes,Online,B2B,No Info,No Info,No Info,No Info,No Info,No Info,No Info,No Info
Company436,Failed,5,110,E-Commerce,Marketing,United States,No Info,1,5,0,No,Small,No,No,No,Service,Public,No,Structured,Platform,Global,Non-Linear,No,No,No,Yes,No,Online,B2C,No Info,No Info,No Info,No Info,No Info,9.090909091,27.27272727,0
